HIP_ID,RA_deg,DEC_deg,V_mag,Parallax,pmRA,pmDE
19587,62.96641752,-6.83758114,4.039999961853027,25.979999542236328,11.92,81.28
14632,47.26674871,49.61327752,4.050000190734863,94.93000030517578,1262.29,-91.53
22957,74.09281008,13.51446582,4.059999942779541,19.260000228881836,-77.77,-45.97
3693,11.83468919,24.26717799,4.079999923706055,17.979999542236328,-101.23,-81.89
11001,35.43726143,-68.65941811,4.079999923706055,24.100000381469727,-50.07,2.38
12387,39.87065299,0.32851065,4.079999923706055,5.039999961853027,14.44,-2.53
14146,45.59791746,-23.62447166,4.079999923706055,37.849998474121094,-145.96,-55.76
26366,84.22661625,9.29067267,4.090000152587891,28.100000381469727,96.84,-304.18
7513,24.19934491,41.40545884,4.099999904632568,74.25,-172.57,-381.01
12777,41.04994313,49.22844773,4.099999904632568,89.02999877929688,334.03,-89.96
12486,40.1668101,-39.8553755,4.110000133514404,22.420000076293945,135.17,-27.34
12394,39.897339,-68.26694624,4.119999885559082,21.270000457763672,87.4,0.56
19812,63.72442567,48.40933095,4.119999885559082,4.510000228881836,5.04,-17.35
25247,80.98678426,-7.80806458,4.130000114440918,18.709999084472656,-13.91,-44.8
16369,52.71824299,12.93667809,4.139999866485596,9.050000190734863,18.94,-1.55
17608,56.58155765,23.94835836,4.139999866485596,9.079999923706055,21.17,-42.67
2599,8.24996522,62.93178271,4.170000076293945,0.7900000214576721,3.99,-2.1
17874,57.3635215,-36.20025014,4.170000076293945,15.539999961853027,-49.42,-56.63
25813,82.69604907,5.94813905,4.199999809265137,11.300000190734863,6.57,-32.45
16228,52.26722286,59.94033011,4.210000038146973,0.7599999904632568,-0.82,-1.85
20635,66.34235536,22.2938737,4.210000038146973,21.270000457763672,105.49,-44.14
13254,42.64608204,38.31864364,4.21999979019165,25.540000915527344,195.68,-108.92
17651,56.71203143,-23.24972265,4.21999979019165,55.790000915527344,-159.86,-528.54
1599,5.01775052,-64.87479041,4.230000019073486,116.37999725341797,1707.56,1165.36
5372,17.18698865,86.25709041,4.239999771118164,10.430000305175781,80.34,-11.36
11407,36.74634294,-47.70384014,4.239999771118164,6.170000076293945,19.97,-5.44
12770,41.03062458,-13.85869636,4.239999771118164,7.400000095367432,-7.58,-8.4
5896,18.94233654,-68.87592733,4.25,48.939998626708984,411.11,127.43
19167,61.64601411,50.35126182,4.25,9.40999984741211,-13.03,-36.37
21402,68.913584,10.16078965,4.25,21.68000030517578,44.89,-52.42
21476,69.1726226,41.26480803,4.25,5.079999923706055,-5.42,-19.19
23972,77.28659571,-8.75408096,4.25,1.8600000143051147,0.0,-2.01
5434,17.37552272,47.24179245,4.260000228881836,4.429999828338623,3.81,-13.02
8198,26.34846064,9.15773579,4.260000228881836,12.630000114440918,70.82,38.99
15510,49.98187828,-43.06978344,4.260000228881836,165.02000427246094,3038.08,726.34
16611,53.44698381,-21.63288274,4.260000228881836,11.020000457763672,44.91,-27.47
19893,64.00660681,-51.486648,4.260000228881836,49.2599983215332,100.57,184.23
22783,73.51254722,66.34267806,4.260000228881836,0.4699999988079071,0.49,7.31
4906,15.73586845,7.89013546,4.269999980926514,17.139999389648438,-80.57,25.88
12828,41.23559307,10.1141459,4.269999980926514,38.709999084472656,285.17,-30.4
19860,63.88357189,8.89235703,4.269999980926514,7.5,20.39,-21.75
21589,69.53942698,12.51083801,4.269999980926514,21.790000915527344,101.73,-14.9
21881,70.56125702,22.95692604,4.269999980926514,8.140000343322754,-2.84,-20.33
20711,66.57693136,22.81358255,4.28000020980835,21.06999969482422,108.66,-45.83
16852,54.21826338,0.40166163,4.289999961853027,72.88999938964844,-232.69,-482.0
24845,79.89385195,-13.1767885,4.289999961853027,3.0299999713897705,-2.49,-4.74
4577,14.65150376,-29.35744905,4.300000190734863,4.849999904632568,22.44,6.3
11484,37.03976038,8.46005355,4.300000190734863,18.530000686645508,41.72,-14.46
17531,56.30206043,24.46727761,4.300000190734863,8.75,19.35,-41.63
17797,57.14949492,-37.62015476,4.300000190734863,20.229999542236328,75.83,-10.69
20648,66.37243249,17.92791025,4.300000190734863,22.049999237060547,108.26,-32.47
16826,54.12241189,48.19263365,4.320000171661377,4.659999847412109,21.41,-27.58
21763,70.11046417,-19.67149284,4.320000171661377,9.029999732971191,28.21,-97.09
25945,83.05312933,18.59423429,4.320000171661377,1.7000000476837158,-0.34,-4.51
2912,9.22020689,33.71934362,4.340000152587891,4.96999979019165,15.23,-3.56
3031,9.63894077,29.31175144,4.340000152587891,19.34000015258789,-229.41,-254.08
